Line #, Timestamp, Battery ID, Current (A), Voltage (V), State Of Charge (%), Total Capacity, Remaining Capacity (AH),Cell Voltage 1 (mV),Cell Voltage 2 (mV),Cell Voltage 3 (mV),Cell Voltage 4 (mV),Cell Voltage 5 (mV),Cell Voltage 6 (mV),Cell Voltage 7 (mV),Cell Voltage 8 (mV),Cell Voltage 9 (mV),Cell Voltage 10 (mV),Cell Voltage 11 (mV),Cell Voltage 12 (mV),Cell Voltage 13 (mV),Cell Voltage 14 (mV),Cell Voltage 15 (mV),Cell Voltage 16 (mV),Highest Cell Voltage (mV), Lowest Cell Voltage (mV),Temperature 1 (C),Temperature 2 (C),Temperature 3 (C),Temperature 4 (C),Charging (1) Discharging (2) Status, Charging MOS Status, Discharging MOS Status, Balancing Status, Cell Balancing Status,Alarm 1,Alarm 2,Alarm 3,Alarm 4,Alarm 5,Alarm 6,Alarm 7,Alarm 8,
568, 2023-11-13 18:38:49, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
569, 2023-11-13 18:38:56, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
570, 2023-11-13 18:39:03, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
571, 2023-11-13 18:39:10, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.50, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
572, 2023-11-13 18:39:17, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
573, 2023-11-13 18:39:24, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
574, 2023-11-13 18:39:30, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
575, 2023-11-13 18:39:37, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
576, 2023-11-13 18:39:44, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
577, 2023-11-13 18:39:51, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
578, 2023-11-13 18:39:58, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
579, 2023-11-13 18:40:05, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
580, 2023-11-13 18:40:12, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
581, 2023-11-13 18:40:19, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
582, 2023-11-13 18:40:26, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
583, 2023-11-13 18:40:32, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
584, 2023-11-13 18:40:39, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
585, 2023-11-13 18:40:46, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
586, 2023-11-13 18:40:53, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
587, 2023-11-13 18:41:00, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
588, 2023-11-13 18:41:07, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
589, 2023-11-13 18:41:14, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
590, 2023-11-13 18:41:21, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
591, 2023-11-13 18:41:27, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.50, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
592, 2023-11-13 18:41:34, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
593, 2023-11-13 18:41:41, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
594, 2023-11-13 18:41:48, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
595, 2023-11-13 18:41:55, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
596, 2023-11-13 18:42:02, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
597, 2023-11-13 18:42:09, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
598, 2023-11-13 18:42:16, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
599, 2023-11-13 18:42:22, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
600, 2023-11-13 18:42:29, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
601, 2023-11-13 18:42:36, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
602, 2023-11-13 18:42:43, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
603, 2023-11-13 18:42:50, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
604, 2023-11-13 18:42:57, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
605, 2023-11-13 18:43:04, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.20, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
606, 2023-11-13 18:43:11, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
607, 2023-11-13 18:43:18, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
608, 2023-11-13 18:43:25, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
609, 2023-11-13 18:43:31, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
610, 2023-11-13 18:43:38, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.50, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
611, 2023-11-13 18:43:45, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
612, 2023-11-13 18:43:52, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
613, 2023-11-13 18:43:59, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
614, 2023-11-13 18:44:06, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
615, 2023-11-13 18:44:13, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
616, 2023-11-13 18:44:20, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
617, 2023-11-13 18:44:27, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
618, 2023-11-13 18:44:33, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
619, 2023-11-13 18:44:40, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
620, 2023-11-13 18:44:47, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
621, 2023-11-13 18:44:54, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
622, 2023-11-13 18:45:01, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.30, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
623, 2023-11-13 18:45:08, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
624, 2023-11-13 18:45:15, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
625, 2023-11-13 18:45:22, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.20, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
626, 2023-11-13 18:45:28, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.30, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
627, 2023-11-13 18:45:35, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
628, 2023-11-13 18:45:42, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
629, 2023-11-13 18:45:49, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
630, 2023-11-13 18:45:56, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.30, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
631, 2023-11-13 18:46:03, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
632, 2023-11-13 18:46:10, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.20, 3200.30, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
633, 2023-11-13 18:46:17, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.50, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
634, 2023-11-13 18:46:23, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
635, 2023-11-13 18:46:30, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.40, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
636, 2023-11-13 18:46:37, 0, 420.00, 12.80, 50.00, 0.00, 153.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3201.30, 3200.40, 0.00, 0.00, 0.00, 0.00, 1, 0, 0, 0, '0000000000000000', '', '', '', '', '', '', '', '', 
